race_id,tier,state,chamber,district,electindex_dem_name,electindex_rep_name,kalshi_dem_candidate_name,kalshi_dem_ticker,kalshi_dem_yes_bid,kalshi_dem_yes_ask,kalshi_dem_yes_ask_size,kalshi_dem_yes_bid_size,kalshi_dem_close_time,kalshi_dem_status,liquidity_note_kalshi_dem,kalshi_rep_candidate_name,kalshi_rep_ticker,kalshi_rep_yes_bid,kalshi_rep_yes_ask,kalshi_rep_yes_ask_size,kalshi_rep_yes_bid_size,kalshi_rep_close_time,kalshi_rep_status,liquidity_note_kalshi_rep,kalshi_unmatched_candidates,kalshi_total_open_candidates,legal_footprint_kalshi,polymarket_dem_candidate_name,polymarket_dem_market_id,polymarket_dem_yes_bid,polymarket_dem_yes_ask,polymarket_dem_liquidity,polymarket_dem_close_time,polymarket_dem_status,liquidity_note_polymarket_dem,polymarket_rep_candidate_name,polymarket_rep_market_id,polymarket_rep_yes_bid,polymarket_rep_yes_ask,polymarket_rep_liquidity,polymarket_rep_close_time,polymarket_rep_status,liquidity_note_polymarket_rep,polymarket_unmatched_candidates,polymarket_total_open_candidates,legal_footprint_polymarket,pulled_at
US-HOUSE-GA-07,Elections - US House District,GA,,7,Tony Kozycki,Rich McCormick,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the GA-07 House seat?,0x3044b79ba3a38ded6567910c283ac3c159142469970806d2145be1a7495825de,0.06,0.08,20475.0919,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the GA-07 House seat?,0xc0e7b145c6820c1f25ff2730695e1e2c0c1e441df8befb8ee233eac3084d7a59,0.91,0.93,17068.8423,2026-11-03T00:00:00Z,active,ok,Will another party win the GA-07 House seat?; Will A win the GA-07 House seat?; Will B win the GA-07 House seat?; Will C win the GA-07 House seat?; Will D win the GA-07 House seat?; Will E win the GA-07 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-GA-08,Elections - US House District,GA,,8,Kelly Esti,Austin Scott,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the GA-08 House seat?,0xec477177fc78c9f16ef4953be7e466c42482115b11fe934dd1350c67e1c7bbb1,0.06,0.07,20839.4016,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the GA-08 House seat?,0x8e21de015351135e38afd07b97ce78a3c57b0664968880e9e88dd742c647a933,0.93,0.94,20909.7884,2026-11-03T00:00:00Z,active,ok,Will another party win the GA-08 House seat?; Will A win the GA-08 House seat?; Will B win the GA-08 House seat?; Will C win the GA-08 House seat?; Will D win the GA-08 House seat?; Will E win the GA-08 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-GA-09,Elections - US House District,GA,,9,Caitlyn Gegen,Andrew Clyde,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the GA-09 House seat?,0x226112f717d035cee689874147a02ec459853019c5c4ecde7ab5a7510ebb29a6,0.04,0.05,21634.5243,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the GA-09 House seat?,0xcdc8e74776e150e721ed61a4286dcd9fe8441c7e000bf5810bd791b83b7a6508,0.94,0.95,9278.4505,2026-11-03T00:00:00Z,active,ok,Will another party win the GA-09 House seat?; Will A win the GA-09 House seat?; Will B win the GA-09 House seat?; Will C win the GA-09 House seat?; Will D win the GA-09 House seat?; Will E win the GA-09 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-GA-10,Elections - US House District,GA,,10,Pamela DeLancy,Houston Gaines,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the GA-10 House seat?,0xf0e3aa6f6c957673254735863d43cdb1e07d9820b307280351814ade095bfb08,0.015,0.019,15052.42071,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the GA-10 House seat?,0x712da1b055e10bf6885872fbb6d0ec5baa5f5da8da58ece8bec7462945aab4d4,0.936,0.98,10014.07465,2026-11-03T00:00:00Z,active,ok,Will another party win the GA-10 House seat?; Will A win the GA-10 House seat?; Will B win the GA-10 House seat?; Will C win the GA-10 House seat?; Will D win the GA-10 House seat?; Will E win the GA-10 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-GA-11,Elections - US House District,GA,,11,Chris Harden,John Cowan,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the GA-11 House seat?,0xc04a813ce0d0160a94dafaab3f3f018d99e7d6e4f36806bc3b548b2de3f8e280,0.021,0.049,18265.59417,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the GA-11 House seat?,0x707dd8bd283b72a13ec9cf79b18b6238744a9250a8e5e18d9cab9dbbe55db8b2,0.95,0.96,13998.8568,2026-11-03T00:00:00Z,active,ok,Will another party win the GA-11 House seat?; Will A win the GA-11 House seat?; Will B win the GA-11 House seat?; Will C win the GA-11 House seat?; Will D win the GA-11 House seat?; Will E win the GA-11 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-GA-12,Elections - US House District,GA,,12,Ceretta Smith,Rick Allen,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the GA-12 House seat?,0xe0cfc4f75bc903d74f5502ffebf8767f38afb11ae6f828798ed3904ba7de8b87,0.09,0.11,15847.1054,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the GA-12 House seat?,0xebe9cbc340bf815f03c029eb1985b866e8727051c587f45f56e5942f6eb5d0d8,0.9,0.91,13243.517,2026-11-03T00:00:00Z,active,ok,Will another party win the GA-12 House seat?; Will A win the GA-12 House seat?; Will B win the GA-12 House seat?; Will C win the GA-12 House seat?; Will D win the GA-12 House seat?; Will E win the GA-12 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-GA-13,Elections - US House District,GA,,13,Jasmine Clark,Jonathan Chavez,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the GA-13 House seat?,0xe45a876d7a7c8a76121709e80cb26f603f4e4f7fb20c55aca1ffd73d7bdfe13c,0.96,0.976,17776.71452,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the GA-13 House seat?,0x654cc5fd3ec65989cb2d419d7c09e5de4fcaecc7981819d7762437db49830bf9,0.022,0.042,16069.1202,2026-11-03T00:00:00Z,active,ok,Will another party win the GA-13 House seat?; Will A win the GA-13 House seat?; Will B win the GA-13 House seat?; Will C win the GA-13 House seat?; Will D win the GA-13 House seat?; Will E win the GA-13 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-GA-14,Elections - US House District,GA,,14,Shawn Harris,Clay Fuller,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the GA-14 House seat?,0x8f6c6658c95b6a969d35e9e60d8b2751deb669f4f1a0a54d193a614ba969c10e,0.05,0.06,63486.4538,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the GA-14 House seat?,0x47d18cabf16e781cb4b5d95ed4c400572bd575861252135fc54067cc50b0c30b,0.94,0.96,9142.2426,2026-11-03T00:00:00Z,active,ok,Will another party win the GA-14 House seat?; Will A win the GA-14 House seat?; Will B win the GA-14 House seat?; Will C win the GA-14 House seat?; Will D win the GA-14 House seat?; Will E win the GA-14 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-HI-01,Elections - US House District,HI,,1,Ed Case,Adriel Lam,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the HI-01 House seat?,0x716eada976e0bdc2802d0cfdacd8c7774b500fb19ca3e99c922bb09f52733132,0.94,0.959,8814.56664,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the HI-01 House seat?,0x1d3ec15b8f0886e8bed27779de4a604c49a9fd2529910c7c4e21b1651185e51f,0.04,0.05,56775.8146,2026-11-03T00:00:00Z,active,ok,Will another party win the HI-01 House seat?; Will A win the HI-01 House seat?; Will B win the HI-01 House seat?; Will C win the HI-01 House seat?; Will D win the HI-01 House seat?; Will E win the HI-01 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-HI-02,Elections - US House District,HI,,2,Jill Tokuda,Brenton Awa,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the HI-02 House seat?,0x66a2d77bbfe2bdec66760143211da7df6b16a1b5763691c0fbefe5b5752f9260,0.95,0.96,12479.8992,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the HI-02 House seat?,0xf2d25c00b63871a5202141fe6f4b1c9bfd82d2bd254dc7e59ea55bd542aa7b62,0.05,0.06,66384.8575,2026-11-03T00:00:00Z,active,ok,Will another party win the HI-02 House seat?; Will A win the HI-02 House seat?; Will B win the HI-02 House seat?; Will C win the HI-02 House seat?; Will D win the HI-02 House seat?; Will E win the HI-02 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IA-01,Elections - US House District,IA,,1,Christina Bohannan,Mariannette Miller-Meeks,Christina Bohannan,HOUSEIA1-26-D,0.75,0.76,54.78,300.0,2027-11-03T15:00:00Z,active,ok,Mariannette Miller-Meeks,HOUSEIA1-26-R,0.24,0.26,884.0,18.93,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the IA-01 House seat?,0x5ad7756609da59ffb359e37a16cc0b89285f4b823623e22e2900f054a77ed8ed,0.78,0.79,12957.9233,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the IA-01 House seat?,0xd67cfab2dbfb4e25b5d8b2a9fa66d0dadbcb6c11ba1c7c66cc343c985c5f8540,0.21,0.22,14396.165,2026-11-04T00:00:00Z,active,ok,Will another party win the IA-01 House seat?; Will A win the IA-01 House seat?; Will B win the IA-01 House seat?; Will C win the IA-01 House seat?; Will D win the IA-01 House seat?; Will E win the IA-01 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IA-02,Elections - US House District,IA,,2,Lindsay James,Joe Mitchell,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IA-02 House seat?,0xf4051fc690cc6d64fb5132f0d1a50b864a41820ebf2bc82192858628d4015430,0.43,0.44,1019.39,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IA-02 House seat?,0xbc6530ac376b0e2f5bc07bc1c34884295d378fd694383a36714b85350520ab12,0.53,0.55,1212.2059,2026-11-03T00:00:00Z,active,ok,Will another party win the IA-02 House seat?; Will A win the IA-02 House seat?; Will B win the IA-02 House seat?; Will C win the IA-02 House seat?; Will D win the IA-02 House seat?; Will E win the IA-02 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IA-03,Elections - US House District,IA,,3,Sarah Trone Garriott,Zach Nunn,Sarah Trone Garriott,HOUSEIA3-26-D,0.73,0.75,833.0,200.0,2027-11-03T15:00:00Z,active,ok,Zach Nunn,HOUSEIA3-26-R,0.25,0.28,766.0,500.0,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the IA-03 House seat?,0x87e411b5f2ee67fe075aa7f31214a54b5fbba9ceb114d3de78290326ef374d75,0.76,0.77,1717.0212,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the IA-03 House seat?,0xa5145e1792295ac4dc5eb50e75665c1bcb300d5627639b8603e3156b7ab2c9e9,0.2,0.23,10786.6184,2026-11-04T00:00:00Z,active,ok,Will another party win the IA-03 House seat?; Will A win the IA-03 House seat?; Will B win the IA-03 House seat?; Will C win the IA-03 House seat?; Will D win the IA-03 House seat?; Will E win the IA-03 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IA-04,Elections - US House District,IA,,4,Dave Dawson,Chris McGowan,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IA-04 House seat?,0x254ab8228e6d55ad4cdc5e90c5ceb86cbc1cdf236c609a3ce25d41bda985562d,0.06,0.07,17022.8186,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IA-04 House seat?,0xd8dad8f04c034b994558ea7ab31ebd6c41e4dadf133e95d6a9810b25cd0dd448,0.93,0.94,18623.7265,2026-11-03T00:00:00Z,active,ok,Will another party win the IA-04 House seat?; Will A win the IA-04 House seat?; Will B win the IA-04 House seat?; Will C win the IA-04 House seat?; Will D win the IA-04 House seat?; Will E win the IA-04 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-ID-01,Elections - US House District,ID,,1,Kaylee Peterson,Russ Fulcher,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the ID-01 House seat?,0x196a834f36c3238f96bf046e9529587224479caf37ae255c2a4fd8fc49eea837,0.02,0.049,9879.67019,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the ID-01 House seat?,0x1b616d85ecd00125704a59ca4ff4d397e0006dd087dab815780ee16539da94af,0.953,0.955,17157.39408,2026-11-03T00:00:00Z,active,ok,Will another party win the ID-01 House seat?; Will A win the ID-01 House seat?; Will B win the ID-01 House seat?; Will C win the ID-01 House seat?; Will D win the ID-01 House seat?; Will E win the ID-01 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-ID-02,Elections - US House District,ID,,2,Elinor Gilbreath,Mike Simpson,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the ID-02 House seat?,0x76dd1e05d1d69b2a26f1b4628596314243e379e2afa4b6d910f722057c7dc1a7,0.05,0.06,68977.6874,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the ID-02 House seat?,0x1424110417ab8e1dc362600f51eeaa965efa93969411de6b7828f8a51f0be35c,0.945,0.953,9583.48653,2026-11-03T00:00:00Z,active,ok,Will another party win the ID-02 House seat?; Will A win the ID-02 House seat?; Will B win the ID-02 House seat?; Will C win the ID-02 House seat?; Will D win the ID-02 House seat?; Will E win the ID-02 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-01,Elections - US House District,IL,,1,Jonathan Jackson,Christian Maxwell,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-01 House seat?,0x64d3a6c67ea8b2c51a026e38cf0babbc97fc7823394ca4b5e572e3106d2d8ca0,0.981,0.983,14928.45474,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-01 House seat?,0xf1e7257bf0a98280700ec0d97e662899004f82bfde6f1ebecc587c84c6d39a99,0.017,0.02,9001.45052,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-01 House seat?; Will A win the IL-01 House seat?; Will B win the IL-01 House seat?; Will C win the IL-01 House seat?; Will D win the IL-01 House seat?; Will E win the IL-01 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-02,Elections - US House District,IL,,2,Donna Miller,Michael Noack,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-02 House seat?,0x0a9995dd3ac5124bf50a73fd50c6c149253fadfb41d05a6c792611552a7ce01d,0.951,0.981,9834.18936,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-02 House seat?,0x7130941f5af95cfeeba3eb7d794157f4c87c1ae7bf25735ecb85469ded17ab21,0.007,0.016,10133.56496,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-02 House seat?; Will A win the IL-02 House seat?; Will B win the IL-02 House seat?; Will C win the IL-02 House seat?; Will D win the IL-02 House seat?; Will E win the IL-02 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-03,Elections - US House District,IL,,3,Delia Ramirez,Angel Oakley,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-03 House seat?,0x6eeafa8c885d9157b6e8d4acf8b9e6e19ffa95a24147483a52a1269442a3d9ba,0.965,0.971,13115.6947,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-03 House seat?,0x263798ad059918aefd39d9d81ac1499de2614c3673758c1d3bc917dd76d3930d,0.017,0.018,10765.31583,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-03 House seat?; Will A win the IL-03 House seat?; Will B win the IL-03 House seat?; Will C win the IL-03 House seat?; Will D win the IL-03 House seat?; Will E win the IL-03 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-04,Elections - US House District,IL,,4,Patty Garcia,Lupe Castillo,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-04 House seat?,0xcf1687f8e90f5d5113d2cbc76729773851b254c136bfb83bd53cacc526002ef4,0.945,0.976,12053.55229,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-04 House seat?,0x6c3d8a7061464f171273b138d0e6d87395843150ca2ad9e57b2121e051052458,0.022,0.058,15434.97991,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-04 House seat?; Will A win the IL-04 House seat?; Will B win the IL-04 House seat?; Will C win the IL-04 House seat?; Will D win the IL-04 House seat?; Will E win the IL-04 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-05,Elections - US House District,IL,,5,Mike Quigley,Tommy Hanson,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-05 House seat?,0xaada7348009f674ca4eed89d694d8dc260fd030c94c010e47cda83207858bdf1,0.94,0.96,11505.2341,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-05 House seat?,0xcb5944096b9642dda74ea1e39d65a2211b2453d6474dabbe4fb008382284bac0,0.04,0.05,11750.7248,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-05 House seat?; Will A win the IL-05 House seat?; Will B win the IL-05 House seat?; Will C win the IL-05 House seat?; Will D win the IL-05 House seat?; Will E win the IL-05 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-06,Elections - US House District,IL,,6,Sean Casten,Niki Conforti,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-06 House seat?,0x883f0bc124fb027f32503fed5cc6cf4820f267650fcc2402a8fecf9855414b1e,0.955,0.971,17798.39218,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-06 House seat?,0x079128846b9ae4891eaa3bc780657ae106d45ebcd6916749192bfe40f548cb19,0.024,0.025,12250.40673,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-06 House seat?; Will A win the IL-06 House seat?; Will B win the IL-06 House seat?; Will C win the IL-06 House seat?; Will D win the IL-06 House seat?; Will E win the IL-06 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-07,Elections - US House District,IL,,7,La Shawn Ford,Chad Koppie,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-07 House seat?,0x30a04b8aa0efed64c73db8257d946f702fca3282456ec57e9c51f24314980661,0.956,0.976,18558.20133,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-07 House seat?,0x35f0abecb303b00374e61890f130ec3d7dd3b6e5fd8bc7f859ed52405315611f,0.011,0.012,10121.58137,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-07 House seat?; Will A win the IL-07 House seat?; Will B win the IL-07 House seat?; Will C win the IL-07 House seat?; Will D win the IL-07 House seat?; Will E win the IL-07 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-08,Elections - US House District,IL,,8,Melissa Bean,Jennifer Davis,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-08 House seat?,0x21f3aa06ad6252b00838f61b013bbc85e9d96b67a9a0e371976a3b45ed80a450,0.94,0.95,22947.5684,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-08 House seat?,0xf0097b4c836cabbc7cc8ed2046fd8c619d1017d43261bd130f7113e6ff79a7a4,0.05,0.06,65105.2447,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-08 House seat?; Will A win the IL-08 House seat?; Will B win the IL-08 House seat?; Will C win the IL-08 House seat?; Will D win the IL-08 House seat?; Will E win the IL-08 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-09,Elections - US House District,IL,,9,Daniel Biss,John Elleson,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-09 House seat?,0x27530b14f2a2cf4e69103b658c6357d55e5068d433689d725ed8718cb61d5513,0.94,0.95,11295.9181,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-09 House seat?,0xc615cf14dd2bfc6a9ea93d62ad5cab7ee6c1d10085bb6a4b38ba314ad3eb7d82,0.04,0.05,10799.6006,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-09 House seat?; Will A win the IL-09 House seat?; Will B win the IL-09 House seat?; Will C win the IL-09 House seat?; Will D win the IL-09 House seat?; Will E win the IL-09 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-10,Elections - US House District,IL,,10,Brad Schneider,Carl Lambrecht,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-10 House seat?,0x9869db62b15aae7453988011ca35fbc833aa9c495c0f58b434c35f60b918280f,0.95,0.96,9383.1853,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-10 House seat?,0x1939323f9364bef7130a208df1f67b958417c88e574bb8e4ed5a8206cc9f5cd5,0.01,0.013,11147.30176,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-10 House seat?; Will A win the IL-10 House seat?; Will B win the IL-10 House seat?; Will C win the IL-10 House seat?; Will D win the IL-10 House seat?; Will E win the IL-10 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-11,Elections - US House District,IL,,11,Bill Foster,Jeff Walter,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-11 House seat?,0x68e1f9096971d3f0cf9f78a4258d47402dafc81eab256963a5a62cfb023495d8,0.95,0.96,8799.1735,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-11 House seat?,0xa75419a2d3d62897b63ea249f090f8c798207a6163a799d0df7c9056290d77b0,0.04,0.05,22454.8826,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-11 House seat?; Will A win the IL-11 House seat?; Will B win the IL-11 House seat?; Will C win the IL-11 House seat?; Will D win the IL-11 House seat?; Will E win the IL-11 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-12,Elections - US House District,IL,,12,Julie Fortier,Mike Bost,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-12 House seat?,0x0c17ac878ef2e9f0a5fc7a142513bfcf2c9490c54e8dd4bb28cf787f746d1398,0.017,0.045,10443.61247,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-12 House seat?,0x534ac6a55433b47c4e9781cc185fd2f53dbde66831309628c45d8365768e7dbb,0.955,0.982,17392.43744,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-12 House seat?; Will A win the IL-12 House seat?; Will B win the IL-12 House seat?; Will C win the IL-12 House seat?; Will D win the IL-12 House seat?; Will E win the IL-12 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-13,Elections - US House District,IL,,13,Nikki Budzinski,Jeff Wilson,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-13 House seat?,0x2277d2b804aa015d014cc894b52e1a87b869229e8689fd6d4071a0b94e3a0dc2,0.94,0.95,10563.0447,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-13 House seat?,0x847d5eabec0abd5295c67c8af2a30b3a02a3e0236fb7b95dd15a1134a620c60e,0.05,0.06,64218.913,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-13 House seat?; Will A win the IL-13 House seat?; Will B win the IL-13 House seat?; Will C win the IL-13 House seat?; Will D win the IL-13 House seat?; Will E win the IL-13 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-14,Elections - US House District,IL,,14,Lauren Underwood,James Marter,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-14 House seat?,0x553d9f98f3415a6849bc2691c40b50b9603c15d0a7807bd75a1555c2a72da343,0.941,0.96,13477.77252,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-14 House seat?,0x4bb38a87621a76ed28194edb5355936b7b775fcb7f48e590cc92dbd4c9014671,0.045,0.049,16673.45896,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-14 House seat?; Will A win the IL-14 House seat?; Will B win the IL-14 House seat?; Will C win the IL-14 House seat?; Will D win the IL-14 House seat?; Will E win the IL-14 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-15,Elections - US House District,IL,,15,Jennifer Todd,Mary Miller,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-15 House seat?,0x598b2c7ac71d375e181ec96e5d9c2cd0a63dd81f45474f53eaaee75506c9c908,0.05,0.06,64252.5032,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-15 House seat?,0x38df3ece01eca334415d0eaae3717187f841952269f46022234970f37980c8c0,0.95,0.96,9440.886,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-15 House seat?; Will A win the IL-15 House seat?; Will B win the IL-15 House seat?; Will C win the IL-15 House seat?; Will D win the IL-15 House seat?; Will E win the IL-15 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-16,Elections - US House District,IL,,16,Paul Nolley,Darin LaHood,,,,,,,,,,,,,,,,,,,,0,,Will the Democratic Party win the IL-16 House seat?,0xe1f250d7363697296cbc5b845a4e9268e93ba29269b7465e69da60a418b4bf2c,0.06,0.07,20424.3077,2026-11-03T00:00:00Z,active,ok,Will the Republican Party win the IL-16 House seat?,0x1330f38f1a4bd3c3391a78b6274db4975be339a08bfb5dede08a5f87a599718f,0.93,0.94,21278.7358,2026-11-03T00:00:00Z,active,ok,Will another party win the IL-16 House seat?; Will A win the IL-16 House seat?; Will B win the IL-16 House seat?; Will C win the IL-16 House seat?; Will D win the IL-16 House seat?; Will E win the IL-16 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IL-17,Elections - US House District,IL,,17,Eric Sorensen,Dillan Vancil,Eric Sorensen,HOUSEIL17-26-D,0.922,0.949,35.0,31.0,2027-11-03T15:00:00Z,active,ok,Dillan Vancil,HOUSEIL17-26-R,0.026,0.07,0.77,250.0,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the IL-17 House seat?,0xa0562ac765e26c04e158149cbdf1bc74d42b21669a20f48c4ef716d8738e6d94,0.93,0.94,17320.5282,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the IL-17 House seat?,0x59946d130f7e7093e3463db4221f6e620f670b45ff4acd42def5e29742bee074,0.06,0.062,19417.98195,2026-11-04T00:00:00Z,active,ok,Will another party win the IL-17 House seat?; Will A win the IL-17 House seat?; Will B win the IL-17 House seat?; Will C win the IL-17 House seat?; Will D win the IL-17 House seat?; Will E win the IL-17 House seat?,8,,2026-09-17T17:44:56.023541+00:00
US-HOUSE-IN-01,Elections - US House District,IN,,1,Frank Mrvan,Barb Regnitz,Frank Mrvan,HOUSEIN1-26-D,0.933,0.97,10.0,1.0,2027-11-03T15:00:00Z,active,ok,Barb Regnitz,HOUSEIN1-26-R,0.02,0.068,500.0,12.0,2027-11-03T15:00:00Z,active,ok,,2,,Will the Democratic Party win the IN-01 House seat?,0xab7ef0fd65f6aa5a63c92cebc19acfbb6c4f01ffcf6204f2f896b52ec62561ec,0.93,0.94,15728.548,2026-11-04T00:00:00Z,active,ok,Will the Republican Party win the IN-01 House seat?,0xeb8fbbff31e4bff1f1f3ff105246833521b42bce51211f38a4fe428a09817bcd,0.008,0.037,11886.15352,2026-11-04T00:00:00Z,active,ok,Will another party win the IN-01 House seat?; Will A win the IN-01 House seat?; Will B win the IN-01 House seat?; Will C win the IN-01 House seat?; Will D win the IN-01 House seat?; Will E win the IN-01 House seat?,8,,2026-09-17T17:44:56.023541+00:00
