race_id,tier,state,chamber,district,estimate_source,dem_win_prob,rep_win_prob,margin_dem_minus_rep,rating,pulled_at
STATE-LEG-CT-HOUSE-122,State Legislature District,CT,House,122,ElectIndex model,0.3098,0.6902,-7.59,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-123,State Legislature District,CT,House,123,ElectIndex model,0.4591,0.5409,-1.57,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-124,State Legislature District,CT,House,124,ElectIndex model,0.98,0.02,60.91,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-125,State Legislature District,CT,House,125,ElectIndex model,0.596,0.404,3.71,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-126,State Legislature District,CT,House,126,ElectIndex model,0.98,0.02,59.07,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-127,State Legislature District,CT,House,127,ElectIndex model,0.98,0.02,49.52,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-128,State Legislature District,CT,House,128,ElectIndex model,0.98,0.02,60.59,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-129,State Legislature District,CT,House,129,ElectIndex model,0.98,0.02,57.58,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-13,State Legislature District,CT,House,13,ElectIndex model,0.9928,0.0072,37.41,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-130,State Legislature District,CT,House,130,ElectIndex model,0.98,0.02,61.25,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-131,State Legislature District,CT,House,131,ElectIndex model,0.3126,0.6874,-7.47,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-132,State Legislature District,CT,House,132,ElectIndex model,0.9964,0.0036,41.12,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-133,State Legislature District,CT,House,133,ElectIndex model,0.9978,0.0022,43.62,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-134,State Legislature District,CT,House,134,ElectIndex model,0.9416,0.0584,23.98,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-135,State Legislature District,CT,House,135,ElectIndex model,0.9875,0.0125,34.29,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-136,State Legislature District,CT,House,136,ElectIndex model,0.9984,0.0016,45.21,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-137,State Legislature District,CT,House,137,ElectIndex model,0.9951,0.0049,39.5,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-138,State Legislature District,CT,House,138,ElectIndex model,0.9596,0.0404,26.7,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-139,State Legislature District,CT,House,139,ElectIndex model,0.9647,0.0353,27.65,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-14,State Legislature District,CT,House,14,ElectIndex model,0.6512,0.3488,5.94,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-140,State Legislature District,CT,House,140,ElectIndex model,0.9997,0.0003,52.77,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-141,State Legislature District,CT,House,141,ElectIndex model,0.6368,0.3632,5.35,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-142,State Legislature District,CT,House,142,ElectIndex model,0.9687,0.0313,28.47,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-143,State Legislature District,CT,House,143,ElectIndex model,0.9874,0.0126,34.23,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-144,State Legislature District,CT,House,144,ElectIndex model,0.9978,0.0022,43.59,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-145,State Legislature District,CT,House,145,ElectIndex model,0.9992,0.0008,48.24,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-146,State Legislature District,CT,House,146,ElectIndex model,0.98,0.02,46.45,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-147,State Legislature District,CT,House,147,ElectIndex model,0.9867,0.0133,33.91,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-148,State Legislature District,CT,House,148,ElectIndex model,0.9961,0.0039,40.72,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-149,State Legislature District,CT,House,149,ElectIndex model,0.6682,0.3318,6.65,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-15,State Legislature District,CT,House,15,ElectIndex model,1.0,0.0,70.51,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-150,State Legislature District,CT,House,150,ElectIndex model,0.9549,0.0451,25.91,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-151,State Legislature District,CT,House,151,ElectIndex model,0.9202,0.0798,21.5,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-16,State Legislature District,CT,House,16,ElectIndex model,0.9855,0.0145,33.38,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-17,State Legislature District,CT,House,17,ElectIndex model,0.9785,0.0215,30.95,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-18,State Legislature District,CT,House,18,ElectIndex model,0.9996,0.0004,51.04,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-19,State Legislature District,CT,House,19,ElectIndex model,0.98,0.02,44.07,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-2,State Legislature District,CT,House,2,ElectIndex model,0.9424,0.0576,24.09,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-20,State Legislature District,CT,House,20,ElectIndex model,0.98,0.02,37.74,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-21,State Legislature District,CT,House,21,ElectIndex model,0.9722,0.0278,29.26,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-22,State Legislature District,CT,House,22,ElectIndex model,0.8738,0.1262,17.5,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-23,State Legislature District,CT,House,23,ElectIndex model,0.8156,0.1844,13.74,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-24,State Legislature District,CT,House,24,ElectIndex model,0.9968,0.0032,41.65,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-25,State Legislature District,CT,House,25,ElectIndex model,0.9985,0.0015,45.45,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-26,State Legislature District,CT,House,26,ElectIndex model,0.9957,0.0043,40.15,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-27,State Legislature District,CT,House,27,ElectIndex model,0.98,0.02,30.96,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-28,State Legislature District,CT,House,28,ElectIndex model,0.9821,0.0179,32.11,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-29,State Legislature District,CT,House,29,ElectIndex model,0.9659,0.0341,27.88,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-3,State Legislature District,CT,House,3,ElectIndex model,0.98,0.02,75.32,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-30,State Legislature District,CT,House,30,ElectIndex model,0.2832,0.7168,-8.77,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-31,State Legislature District,CT,House,31,ElectIndex model,0.9632,0.0368,27.37,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-32,State Legislature District,CT,House,32,ElectIndex model,0.3899,0.6101,-4.27,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-33,State Legislature District,CT,House,33,ElectIndex model,0.98,0.02,37.78,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-34,State Legislature District,CT,House,34,ElectIndex model,0.6803,0.3197,7.16,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-35,State Legislature District,CT,House,35,ElectIndex model,0.4714,0.5286,-1.1,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-36,State Legislature District,CT,House,36,ElectIndex model,0.9835,0.0165,32.61,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-37,State Legislature District,CT,House,37,ElectIndex model,0.92,0.08,21.49,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-38,State Legislature District,CT,House,38,ElectIndex model,0.8611,0.1389,16.6,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-39,State Legislature District,CT,House,39,ElectIndex model,0.9999,0.0001,56.02,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-4,State Legislature District,CT,House,4,ElectIndex model,0.98,0.02,75.61,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-40,State Legislature District,CT,House,40,ElectIndex model,0.9985,0.0015,45.25,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-41,State Legislature District,CT,House,41,ElectIndex model,0.9966,0.0034,41.32,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-42,State Legislature District,CT,House,42,ElectIndex model,0.98,0.02,28.65,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-43,State Legislature District,CT,House,43,ElectIndex model,0.5662,0.4338,2.55,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-44,State Legislature District,CT,House,44,ElectIndex model,0.0654,0.9346,-23.11,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-45,State Legislature District,CT,House,45,ElectIndex model,0.1539,0.8461,-15.6,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-46,State Legislature District,CT,House,46,ElectIndex model,0.9729,0.0271,29.44,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-47,State Legislature District,CT,House,47,ElectIndex model,0.2072,0.7928,-12.48,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-48,State Legislature District,CT,House,48,ElectIndex model,0.4443,0.5557,-2.14,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-49,State Legislature District,CT,House,49,ElectIndex model,0.9941,0.0059,38.46,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-5,State Legislature District,CT,House,5,ElectIndex model,0.98,0.02,54.52,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-50,State Legislature District,CT,House,50,ElectIndex model,0.8828,0.1172,18.18,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-51,State Legislature District,CT,House,51,ElectIndex model,0.1733,0.8267,-14.39,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-52,State Legislature District,CT,House,52,ElectIndex model,0.129,0.871,-17.3,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-53,State Legislature District,CT,House,53,ElectIndex model,0.5016,0.4984,0.06,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-54,State Legislature District,CT,House,54,ElectIndex model,0.98,0.02,55.46,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-55,State Legislature District,CT,House,55,ElectIndex model,0.5748,0.4252,2.88,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-56,State Legislature District,CT,House,56,ElectIndex model,0.9636,0.0364,27.43,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-57,State Legislature District,CT,House,57,ElectIndex model,0.98,0.02,14.43,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-58,State Legislature District,CT,House,58,ElectIndex model,0.9106,0.0894,20.56,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-59,State Legislature District,CT,House,59,ElectIndex model,0.4039,0.5961,-3.72,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-6,State Legislature District,CT,House,6,ElectIndex model,1.0,0.0,73.09,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-60,State Legislature District,CT,House,60,ElectIndex model,0.9952,0.0048,39.57,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-61,State Legislature District,CT,House,61,ElectIndex model,0.3101,0.6899,-7.58,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-62,State Legislature District,CT,House,62,ElectIndex model,0.2973,0.7027,-8.14,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-63,State Legislature District,CT,House,63,ElectIndex model,0.0859,0.9141,-20.89,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-64,State Legislature District,CT,House,64,ElectIndex model,0.986,0.014,33.58,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-65,State Legislature District,CT,House,65,ElectIndex model,0.3181,0.6819,-7.23,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-66,State Legislature District,CT,House,66,ElectIndex model,0.2961,0.7039,-8.19,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-67,State Legislature District,CT,House,67,ElectIndex model,0.2301,0.7699,-11.29,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-68,State Legislature District,CT,House,68,ElectIndex model,0.02,0.98,-28.0,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-69,State Legislature District,CT,House,69,ElectIndex model,0.02,0.98,-3.0,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-7,State Legislature District,CT,House,7,ElectIndex model,0.98,0.02,79.05,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-70,State Legislature District,CT,House,70,ElectIndex model,0.2207,0.7793,-11.77,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-71,State Legislature District,CT,House,71,ElectIndex model,0.3124,0.6876,-7.48,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-72,State Legislature District,CT,House,72,ElectIndex model,0.98,0.02,32.25,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-73,State Legislature District,CT,House,73,ElectIndex model,0.9682,0.0318,28.37,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-74,State Legislature District,CT,House,74,ElectIndex model,0.8958,0.1042,19.24,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-75,State Legislature District,CT,House,75,ElectIndex model,0.9883,0.0117,34.64,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-76,State Legislature District,CT,House,76,ElectIndex model,0.0928,0.9072,-20.25,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-77,State Legislature District,CT,House,77,ElectIndex model,0.3524,0.6476,-5.79,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-78,State Legislature District,CT,House,78,ElectIndex model,0.1338,0.8662,-16.95,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-79,State Legislature District,CT,House,79,ElectIndex model,0.8331,0.1669,14.78,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-8,State Legislature District,CT,House,8,ElectIndex model,0.7008,0.2992,8.05,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-80,State Legislature District,CT,House,80,ElectIndex model,0.0498,0.9502,-25.18,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-81,State Legislature District,CT,House,81,ElectIndex model,0.8325,0.1675,14.74,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-82,State Legislature District,CT,House,82,ElectIndex model,0.98,0.02,23.56,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-83,State Legislature District,CT,House,83,ElectIndex model,0.7482,0.2518,10.23,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-84,State Legislature District,CT,House,84,ElectIndex model,0.98,0.02,31.7,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-85,State Legislature District,CT,House,85,ElectIndex model,0.7433,0.2567,9.99,Lean D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-86,State Legislature District,CT,House,86,ElectIndex model,0.02,0.98,-9.27,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-87,State Legislature District,CT,House,87,ElectIndex model,0.2149,0.7851,-12.07,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-88,State Legislature District,CT,House,88,ElectIndex model,0.9999,0.0001,58.09,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-89,State Legislature District,CT,House,89,ElectIndex model,0.02,0.98,-14.43,Safe R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-9,State Legislature District,CT,House,9,ElectIndex model,0.98,0.02,41.83,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-90,State Legislature District,CT,House,90,ElectIndex model,0.4437,0.5563,-2.16,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-91,State Legislature District,CT,House,91,ElectIndex model,0.98,0.02,60.91,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-92,State Legislature District,CT,House,92,ElectIndex model,0.98,0.02,64.05,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-93,State Legislature District,CT,House,93,ElectIndex model,0.98,0.02,77.03,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-94,State Legislature District,CT,House,94,ElectIndex model,0.98,0.02,73.08,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-95,State Legislature District,CT,House,95,ElectIndex model,0.98,0.02,73.26,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-96,State Legislature District,CT,House,96,ElectIndex model,0.98,0.02,67.82,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-97,State Legislature District,CT,House,97,ElectIndex model,0.9999,0.0001,56.47,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-98,State Legislature District,CT,House,98,ElectIndex model,0.9882,0.0118,34.63,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-HOUSE-99,State Legislature District,CT,House,99,ElectIndex model,0.1683,0.8317,-14.7,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-1,State Legislature District,CT,Senate,1,ElectIndex model,0.98,0.02,49.89,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-10,State Legislature District,CT,Senate,10,ElectIndex model,0.98,0.02,65.56,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-11,State Legislature District,CT,Senate,11,ElectIndex model,0.98,0.02,53.16,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-12,State Legislature District,CT,Senate,12,ElectIndex model,0.9255,0.0745,22.07,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-13,State Legislature District,CT,Senate,13,ElectIndex model,0.98,0.02,20.69,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-14,State Legislature District,CT,Senate,14,ElectIndex model,0.9013,0.0987,19.71,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-15,State Legislature District,CT,Senate,15,ElectIndex model,0.9605,0.0395,26.85,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-16,State Legislature District,CT,Senate,16,ElectIndex model,0.2255,0.7745,-11.53,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-17,State Legislature District,CT,Senate,17,ElectIndex model,0.9207,0.0793,21.56,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-18,State Legislature District,CT,Senate,18,ElectIndex model,0.4422,0.5578,-2.22,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-19,State Legislature District,CT,Senate,19,ElectIndex model,0.9109,0.0891,20.59,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-2,State Legislature District,CT,Senate,2,ElectIndex model,0.9999,0.0001,57.11,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-20,State Legislature District,CT,Senate,20,ElectIndex model,0.9314,0.0686,22.73,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-21,State Legislature District,CT,Senate,21,ElectIndex model,0.2941,0.7059,-8.28,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-22,State Legislature District,CT,Senate,22,ElectIndex model,0.9903,0.0097,35.77,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-23,State Legislature District,CT,Senate,23,ElectIndex model,0.98,0.02,58.51,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-24,State Legislature District,CT,Senate,24,ElectIndex model,0.9122,0.0878,20.71,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-25,State Legislature District,CT,Senate,25,ElectIndex model,0.9891,0.0109,35.1,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-26,State Legislature District,CT,Senate,26,ElectIndex model,0.9831,0.0169,32.44,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-27,State Legislature District,CT,Senate,27,ElectIndex model,0.98,0.02,35.65,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-28,State Legislature District,CT,Senate,28,ElectIndex model,0.8018,0.1982,12.97,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-29,State Legislature District,CT,Senate,29,ElectIndex model,0.8203,0.1797,14.01,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-3,State Legislature District,CT,Senate,3,ElectIndex model,0.9828,0.0172,32.34,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-30,State Legislature District,CT,Senate,30,ElectIndex model,0.2814,0.7186,-8.85,Lean R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-31,State Legislature District,CT,Senate,31,ElectIndex model,0.212,0.788,-12.22,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-32,State Legislature District,CT,Senate,32,ElectIndex model,0.2183,0.7817,-11.9,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-33,State Legislature District,CT,Senate,33,ElectIndex model,0.8667,0.1333,16.99,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-34,State Legislature District,CT,Senate,34,ElectIndex model,0.2375,0.7625,-10.92,Likely R,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-35,State Legislature District,CT,Senate,35,ElectIndex model,0.4679,0.5321,-1.23,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-36,State Legislature District,CT,Senate,36,ElectIndex model,0.84,0.16,15.21,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-4,State Legislature District,CT,Senate,4,ElectIndex model,0.9865,0.0135,33.82,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-5,State Legislature District,CT,Senate,5,ElectIndex model,0.98,0.02,44.71,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-6,State Legislature District,CT,Senate,6,ElectIndex model,0.9361,0.0639,23.29,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-7,State Legislature District,CT,Senate,7,ElectIndex model,0.4153,0.5847,-3.27,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-8,State Legislature District,CT,Senate,8,ElectIndex model,0.8978,0.1022,19.41,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-CT-SENATE-9,State Legislature District,CT,Senate,9,ElectIndex model,0.982,0.018,32.07,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-1,State Legislature District,DE,House,1,ElectIndex model,1.0,0.0,74.14,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-10,State Legislature District,DE,House,10,ElectIndex model,0.9726,0.0274,29.36,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-11,State Legislature District,DE,House,11,ElectIndex model,0.462,0.538,-1.46,Toss-up,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-12,State Legislature District,DE,House,12,ElectIndex model,0.9812,0.0188,31.79,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-13,State Legislature District,DE,House,13,ElectIndex model,0.9766,0.0234,30.41,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-14,State Legislature District,DE,House,14,ElectIndex model,0.9457,0.0543,24.54,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-15,State Legislature District,DE,House,15,ElectIndex model,0.9936,0.0064,38.03,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-16,State Legislature District,DE,House,16,ElectIndex model,0.9999,0.0001,55.37,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-17,State Legislature District,DE,House,17,ElectIndex model,0.9944,0.0056,38.77,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-18,State Legislature District,DE,House,18,ElectIndex model,0.9973,0.0027,42.5,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-19,State Legislature District,DE,House,19,ElectIndex model,0.9272,0.0728,22.25,Likely D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-2,State Legislature District,DE,House,2,ElectIndex model,1.0,0.0,69.87,Safe D,2026-09-07T10:49:29.824588+00:00
STATE-LEG-DE-HOUSE-20,State Legislature District,DE,House,20,ElectIndex model,0.98,0.02,13.12,Safe D,2026-09-07T10:49:29.824588+00:00
